attrib_name,hsa-let-7a-1,hsa-let-7a-2,hsa-let-7a-3,hsa-let-7b,hsa-let-7c,hsa-let-7d,hsa-let-7e,hsa-let-7f-1,hsa-let-7f-2,hsa-let-7g,hsa-let-7i,hsa-mir-1-1,hsa-mir-1-2,hsa-mir-100,hsa-mir-101-1,hsa-mir-101-2,hsa-mir-103-1,hsa-mir-103-2,hsa-mir-105-1,hsa-mir-105-2,hsa-mir-106a,hsa-mir-106b,hsa-mir-107,hsa-mir-10a,hsa-mir-10b,hsa-mir-1179,hsa-mir-1180,hsa-mir-1181,hsa-mir-1185-1,hsa-mir-1185-2,hsa-mir-1193,hsa-mir-1197,hsa-mir-1204,hsa-mir-122,hsa-mir-1224,hsa-mir-1225,hsa-mir-1226,hsa-mir-1227,hsa-mir-1228,hsa-mir-1229,hsa-mir-1231,hsa-mir-1234,hsa-mir-1236,hsa-mir-1237,hsa-mir-1238,hsa-mir-124-1,hsa-mir-124-2,hsa-mir-124-3,hsa-mir-1243,hsa-mir-1245,hsa-mir-1246,hsa-mir-1247,hsa-mir-1248,hsa-mir-1249,hsa-mir-1250,hsa-mir-1251,hsa-mir-1252,hsa-mir-1254,hsa-mir-1255a,hsa-mir-1256,hsa-mir-1257,hsa-mir-1258,hsa-mir-125a,hsa-mir-125b-1,hsa-mir-125b-2,hsa-mir-126,hsa-mir-1260b,hsa-mir-1262,hsa-mir-1264,hsa-mir-1265,hsa-mir-1266,hsa-mir-1267,hsa-mir-1269,hsa-mir-127,hsa-mir-1270-1,hsa-mir-1270-2,hsa-mir-1271,hsa-mir-1273c,hsa-mir-1274b,hsa-mir-1275,hsa-mir-1276,hsa-mir-1277,hsa-mir-1278,hsa-mir-128-1,hsa-mir-128-2,hsa-mir-1283-1,hsa-mir-1283-2,hsa-mir-1284,hsa-mir-1285-1,hsa-mir-1286,hsa-mir-1287,hsa-mir-1288,hsa-mir-1289-1,hsa-mir-129-1,hsa-mir-129-2,hsa-mir-1290,hsa-mir-1291,hsa-mir-1292,hsa-mir-1293,hsa-mir-1294,hsa-mir-1295,hsa-mir-1296,hsa-mir-1298,hsa-mir-1301,hsa-mir-1302-3,hsa-mir-1303,hsa-mir-1304,hsa-mir-1305,hsa-mir-1306,hsa-mir-1307,hsa-mir-130a,hsa-mir-130b,hsa-mir-132,hsa-mir-1323,hsa-mir-133a-1,hsa-mir-133a-2,hsa-mir-133b,hsa-mir-134,hsa-mir-135a-1,hsa-mir-135a-2,hsa-mir-135b,hsa-mir-136,hsa-mir-137,hsa-mir-138-1,hsa-mir-138-2,hsa-mir-139,hsa-mir-140,hsa-mir-141,hsa-mir-142,hsa-mir-143,hsa-mir-144,hsa-mir-145,hsa-mir-1468,hsa-mir-146a,hsa-mir-146b,hsa-mir-147b,hsa-mir-148a,hsa-mir-148b,hsa-mir-149,hsa-mir-150,hsa-mir-151,hsa-mir-152,hsa-mir-153-1,hsa-mir-153-2,hsa-mir-1537,hsa-mir-1538,hsa-mir-1539,hsa-mir-154,hsa-mir-155,hsa-mir-15a,hsa-mir-15b,hsa-mir-16-1,hsa-mir-16-2,hsa-mir-17,hsa-mir-181a-1,hsa-mir-181a-2,hsa-mir-181b-1,hsa-mir-181b-2,hsa-mir-181c,hsa-mir-181d,hsa-mir-182,hsa-mir-1827,hsa-mir-183,hsa-mir-184,hsa-mir-185,hsa-mir-186,hsa-mir-187,hsa-mir-188,hsa-mir-18a,hsa-mir-18b,hsa-mir-190,hsa-mir-1908,hsa-mir-1909,hsa-mir-190b,hsa-mir-191,hsa-mir-1910,hsa-mir-1911,hsa-mir-1912,hsa-mir-1913,hsa-mir-1914,hsa-mir-1915,hsa-mir-192,hsa-mir-193a,hsa-mir-193b,hsa-mir-194-1,hsa-mir-194-2,hsa-mir-195,hsa-mir-196a-1,hsa-mir-196a-2,hsa-mir-196b,hsa-mir-197,hsa-mir-1976,hsa-mir-198,hsa-mir-199a-1,hsa-mir-199a-2,hsa-mir-199b,hsa-mir-19a,hsa-mir-19b-1,hsa-mir-19b-2,hsa-mir-200a,hsa-mir-200b,hsa-mir-200c,hsa-mir-202,hsa-mir-203,hsa-mir-204,hsa-mir-205,hsa-mir-206,hsa-mir-208a,hsa-mir-208b,hsa-mir-20a,hsa-mir-20b,hsa-mir-21,hsa-mir-210,hsa-mir-211,hsa-mir-2110,hsa-mir-2114,hsa-mir-2115,hsa-mir-2116,hsa-mir-2117,hsa-mir-212,hsa-mir-214,hsa-mir-215,hsa-mir-216a,hsa-mir-216b,hsa-mir-217,hsa-mir-218-1,hsa-mir-218-2,hsa-mir-219-1,hsa-mir-219-2,hsa-mir-22,hsa-mir-221,hsa-mir-222,hsa-mir-223,hsa-mir-224,hsa-mir-2276,hsa-mir-2277,hsa-mir-2278,hsa-mir-2355,hsa-mir-23a,hsa-mir-23b,hsa-mir-23c,hsa-mir-24-1,hsa-mir-24-2,hsa-mir-25,hsa-mir-26a-1,hsa-mir-26a-2,hsa-mir-26b,hsa-mir-27a,hsa-mir-27b,hsa-mir-28,hsa-mir-296,hsa-mir-299,hsa-mir-29a,hsa-mir-29b-1,hsa-mir-29b-2,hsa-mir-29c,hsa-mir-301a,hsa-mir-301b,hsa-mir-302a,hsa-mir-302b,hsa-mir-3065,hsa-mir-3074,hsa-mir-30a,hsa-mir-30b,hsa-mir-30c-1,hsa-mir-30c-2,hsa-mir-30d,hsa-mir-30e,hsa-mir-31,hsa-mir-3115,hsa-mir-3116-2,hsa-mir-3117,hsa-mir-3120,hsa-mir-3121,hsa-mir-3124,hsa-mir-3125,hsa-mir-3126,hsa-mir-3127,hsa-mir-3128,hsa-mir-3129,hsa-mir-3130-1,hsa-mir-3130-2,hsa-mir-3131,hsa-mir-3132,hsa-mir-3133,hsa-mir-3135,hsa-mir-3136,hsa-mir-3137,hsa-mir-3138,hsa-mir-3139,hsa-mir-3140,hsa-mir-3143,hsa-mir-3144,hsa-mir-3145,hsa-mir-3146,hsa-mir-3148,hsa-mir-3149,hsa-mir-3150,hsa-mir-3150b,hsa-mir-3151,hsa-mir-3152,hsa-mir-3154,hsa-mir-3155,hsa-mir-3156-1,hsa-mir-3156-2,hsa-mir-3156-3,hsa-mir-3157,hsa-mir-3158-1,hsa-mir-3158-2,hsa-mir-3159,hsa-mir-3160-1,hsa-mir-3161,hsa-mir-3162,hsa-mir-3163,hsa-mir-3164,hsa-mir-3165,hsa-mir-3166,hsa-mir-3170,hsa-mir-3171,hsa-mir-3173,hsa-mir-3174,hsa-mir-3175,hsa-mir-3176,hsa-mir-3177,hsa-mir-3178,hsa-mir-3179-2,hsa-mir-3179-3,hsa-mir-3180-4,hsa-mir-3181,hsa-mir-3183,hsa-mir-3184,hsa-mir-3186,hsa-mir-3187,hsa-mir-3188,hsa-mir-3189,hsa-mir-3190,hsa-mir-3191,hsa-mir-3192,hsa-mir-3193,hsa-mir-3194,hsa-mir-3195,hsa-mir-3196,hsa-mir-3197,hsa-mir-3198,hsa-mir-3199-1,hsa-mir-3199-2,hsa-mir-32,hsa-mir-3200,hsa-mir-3202-1,hsa-mir-3202-2,hsa-mir-320a,hsa-mir-320b-2,hsa-mir-320c-1,hsa-mir-320c-2,hsa-mir-320d-1,hsa-mir-320d-2,hsa-mir-320e,hsa-mir-323,hsa-mir-323b,hsa-mir-324,hsa-mir-326,hsa-mir-328,hsa-mir-329-1,hsa-mir-329-2,hsa-mir-330,hsa-mir-331,hsa-mir-335,hsa-mir-337,hsa-mir-338,hsa-mir-339,hsa-mir-33a,hsa-mir-33b,hsa-mir-340,hsa-mir-342,hsa-mir-345,hsa-mir-346,hsa-mir-34a,hsa-mir-34b,hsa-mir-34c,hsa-mir-3605,hsa-mir-3606,hsa-mir-3607,hsa-mir-3609,hsa-mir-361,hsa-mir-3610,hsa-mir-3611,hsa-mir-3613,hsa-mir-3614,hsa-mir-3615,hsa-mir-3616,hsa-mir-3617,hsa-mir-3618,hsa-mir-3619,hsa-mir-362,hsa-mir-3620,hsa-mir-3622a,hsa-mir-3622b,hsa-mir-363,hsa-mir-3646,hsa-mir-3647,hsa-mir-3648,hsa-mir-365-1,hsa-mir-365-2,hsa-mir-3650,hsa-mir-3651,hsa-mir-3652,hsa-mir-3653,hsa-mir-3654,hsa-mir-3655,hsa-mir-3656,hsa-mir-3658,hsa-mir-3659,hsa-mir-3660,hsa-mir-3661,hsa-mir-3662,hsa-mir-3664,hsa-mir-3667,hsa-mir-3675,hsa-mir-3676,hsa-mir-3677,hsa-mir-3678,hsa-mir-3679,hsa-mir-3680,hsa-mir-3681,hsa-mir-3682,hsa-mir-3684,hsa-mir-3685,hsa-mir-3687,hsa-mir-3688,hsa-mir-369,hsa-mir-3690,hsa-mir-3691,hsa-mir-3692,hsa-mir-370,hsa-mir-371,hsa-mir-372,hsa-mir-373,hsa-mir-374a,hsa-mir-374b,hsa-mir-374c,hsa-mir-375,hsa-mir-376a-1,hsa-mir-376a-2,hsa-mir-376b,hsa-mir-376c,hsa-mir-377,hsa-mir-378,hsa-mir-378b,hsa-mir-378c,hsa-mir-379,hsa-mir-380,hsa-mir-381,hsa-mir-382,hsa-mir-383,hsa-mir-3907,hsa-mir-3909,hsa-mir-3910-2,hsa-mir-3911,hsa-mir-3912,hsa-mir-3913-1,hsa-mir-3914-1,hsa-mir-3916,hsa-mir-3917,hsa-mir-3918,hsa-mir-3919,hsa-mir-3920,hsa-mir-3921,hsa-mir-3922,hsa-mir-3923,hsa-mir-3925,hsa-mir-3926-1,hsa-mir-3926-2,hsa-mir-3927,hsa-mir-3928,hsa-mir-3929,hsa-mir-3934,hsa-mir-3936,hsa-mir-3937,hsa-mir-3938,hsa-mir-3939,hsa-mir-3940,hsa-mir-3941,hsa-mir-3942,hsa-mir-3943,hsa-mir-3944,hsa-mir-3945,hsa-mir-409,hsa-mir-410,hsa-mir-411,hsa-mir-412,hsa-mir-421,hsa-mir-423,hsa-mir-424,hsa-mir-425,hsa-mir-4254,hsa-mir-4284,hsa-mir-4286,hsa-mir-429,hsa-mir-4306,hsa-mir-431,hsa-mir-4310,hsa-mir-4315-1,hsa-mir-432,hsa-mir-4326,hsa-mir-433,hsa-mir-448,hsa-mir-449a,hsa-mir-449b,hsa-mir-449c,hsa-mir-450a-1,hsa-mir-450a-2,hsa-mir-450b,hsa-mir-451,hsa-mir-452,hsa-mir-454,hsa-mir-455,hsa-mir-466,hsa-mir-483,hsa-mir-484,hsa-mir-485,hsa-mir-486,hsa-mir-487a,hsa-mir-487b,hsa-mir-488,hsa-mir-489,hsa-mir-490,hsa-mir-491,hsa-mir-492,hsa-mir-493,hsa-mir-494,hsa-mir-495,hsa-mir-496,hsa-mir-497,hsa-mir-498,hsa-mir-499,hsa-mir-500a,hsa-mir-500b,hsa-mir-501,hsa-mir-502,hsa-mir-503,hsa-mir-504,hsa-mir-505,hsa-mir-506,hsa-mir-507,hsa-mir-508,hsa-mir-509-1,hsa-mir-509-2,hsa-mir-509-3,hsa-mir-510,hsa-mir-511-1,hsa-mir-511-2,hsa-mir-512-1,hsa-mir-512-2,hsa-mir-513a-1,hsa-mir-513a-2,hsa-mir-513b,hsa-mir-513c,hsa-mir-514-1,hsa-mir-514-2,hsa-mir-514-3,hsa-mir-514b,hsa-mir-515-1,hsa-mir-515-2,hsa-mir-516a-1,hsa-mir-516a-2,hsa-mir-516b-1,hsa-mir-516b-2,hsa-mir-517a,hsa-mir-517b,hsa-mir-517c,hsa-mir-518a-1,hsa-mir-518a-2,hsa-mir-518b,hsa-mir-518c,hsa-mir-518d,hsa-mir-518e,hsa-mir-518f,hsa-mir-519a-1,hsa-mir-519a-2,hsa-mir-519b,hsa-mir-519c,hsa-mir-519d,hsa-mir-519e,hsa-mir-520a,hsa-mir-520b,hsa-mir-520c,hsa-mir-520d,hsa-mir-520e,hsa-mir-520f,hsa-mir-520g,hsa-mir-520h,hsa-mir-521-1,hsa-mir-521-2,hsa-mir-522,hsa-mir-523,hsa-mir-524,hsa-mir-525,hsa-mir-526a-1,hsa-mir-526b,hsa-mir-527,hsa-mir-532,hsa-mir-539,hsa-mir-541,hsa-mir-542,hsa-mir-543,hsa-mir-544b,hsa-mir-545,hsa-mir-548a-3,hsa-mir-548b,hsa-mir-548d-1,hsa-mir-548d-2,hsa-mir-548e,hsa-mir-548f-1,hsa-mir-548j,hsa-mir-548k,hsa-mir-548l,hsa-mir-548n,hsa-mir-548o,hsa-mir-548q,hsa-mir-548s,hsa-mir-548t,hsa-mir-548v,hsa-mir-548x,hsa-mir-548y,hsa-mir-549,hsa-mir-550a-1,hsa-mir-550a-2,hsa-mir-550b-1,hsa-mir-550b-2,hsa-mir-551a,hsa-mir-551b,hsa-mir-552,hsa-mir-555,hsa-mir-556,hsa-mir-559,hsa-mir-561,hsa-mir-564,hsa-mir-570,hsa-mir-572,hsa-mir-573,hsa-mir-574,hsa-mir-576,hsa-mir-577,hsa-mir-578,hsa-mir-579,hsa-mir-580,hsa-mir-581,hsa-mir-582,hsa-mir-584,hsa-mir-585,hsa-mir-588,hsa-mir-589,hsa-mir-590,hsa-mir-592,hsa-mir-596,hsa-mir-597,hsa-mir-598,hsa-mir-599,hsa-mir-600,hsa-mir-602,hsa-mir-605,hsa-mir-606,hsa-mir-607,hsa-mir-611,hsa-mir-612,hsa-mir-614,hsa-mir-615,hsa-mir-616,hsa-mir-617,hsa-mir-618,hsa-mir-621,hsa-mir-622,hsa-mir-624,hsa-mir-625,hsa-mir-627,hsa-mir-628,hsa-mir-629,hsa-mir-630,hsa-mir-631,hsa-mir-632,hsa-mir-635,hsa-mir-636,hsa-mir-639,hsa-mir-641,hsa-mir-642a,hsa-mir-642b,hsa-mir-643,hsa-mir-647,hsa-mir-651,hsa-mir-652,hsa-mir-653,hsa-mir-654,hsa-mir-655,hsa-mir-656,hsa-mir-658,hsa-mir-659,hsa-mir-660,hsa-mir-662,hsa-mir-663,hsa-mir-664,hsa-mir-665,hsa-mir-668,hsa-mir-671,hsa-mir-675,hsa-mir-676,hsa-mir-7-1,hsa-mir-7-2,hsa-mir-7-3,hsa-mir-708,hsa-mir-720,hsa-mir-744,hsa-mir-758,hsa-mir-760,hsa-mir-765,hsa-mir-766,hsa-mir-767,hsa-mir-769,hsa-mir-770,hsa-mir-802,hsa-mir-873,hsa-mir-874,hsa-mir-875,hsa-mir-876,hsa-mir-877,hsa-mir-885,hsa-mir-887,hsa-mir-888,hsa-mir-889,hsa-mir-891a,hsa-mir-891b,hsa-mir-892a,hsa-mir-892b,hsa-mir-9-1,hsa-mir-9-2,hsa-mir-9-3,hsa-mir-92a-1,hsa-mir-92a-2,hsa-mir-92b,hsa-mir-93,hsa-mir-933,hsa-mir-934,hsa-mir-935,hsa-mir-937,hsa-mir-938,hsa-mir-939,hsa-mir-940,hsa-mir-942,hsa-mir-943,hsa-mir-944,hsa-mir-95,hsa-mir-96,hsa-mir-98,hsa-mir-99a,hsa-mir-99b
TCGA.A1.A0SE,12.6169,13.6169,12.6344,15.4405,12.0564,8.6969,9.6347,5.3711,11.923,8.5506,8.5692,0,3.3183,12.0237,14.3302,6.4859,13.6282,3.0839,0,0,3.8543,8.629,5.9356,13.9697,17.3312,0,2.8792,0,0,0.4583,0,0,0,0,0,0,0.8056,0,0.4583,0.4583,0,0,0,0,0,0,0,0,0,3.1462,0,7.1945,1.3195,0.8056,0.8056,1.521,0,0,0,0,0,0.8056,9.4823,9.1824,4.6615,11.3959,0,1.521,0,0,4.1255,0,1.0853,9.7003,1.0853,0,2.6405,0,1.0853,0,0,1.521,0,5.9532,5.5196,0,0,0,0,0,4.4056,0,0,0.4583,0.8056,0,0.4583,0.8056,0.4583,0.4583,1.997,1.3195,0,2.7245,0,0,0,0,2.4562,9.1352,5.5545,3.7777,5.5314,0,1.521,0.4583,0.8056,9.1101,3.9962,1.0853,2.7245,5.5545,0,0.4583,0.8056,5.8447,8.4798,10.5325,10.217,15.2979,5.161,10.3096,2.1262,5.797,8.3958,0.8056,15.3951,8.096,6.7741,8.5332,11.0441,7.9134,0.8056,3.8165,0,0,0,3.4721,7.1908,6.5391,7.0308,9.7588,3.0189,7.7017,10.3797,8.9911,7.9378,1.997,7.0226,4.4556,16.4245,0,14.7132,4.6182,6.0862,7.6596,1.8551,1.0853,1.6977,0.4583,2.7245,0,0,6.5735,9.6224,0,0,0,0,0,0,8.5678,8.0336,6.1483,6.8649,6.7888,6.4307,9.1852,5.1459,7.6834,6.5678,3.0839,0,11.1316,11.9433,12.3176,4.5736,2.8792,6.2861,10.1761,9.5637,13.2907,1.6977,11.2604,1.997,11.2663,3.8911,0,0,6.5098,5.1305,17.6676,8.6746,0,2.1262,0.8056,0.4583,0.4583,0.4583,0.8056,4.5736,1.6977,0.4583,0,2.9507,1.521,4.5276,1.0853,0.4583,15.5611,5.5885,4.64,5.6108,2.6405,0,0.4583,0,5.5997,11.7676,9.9356,1.0853,3.4721,9.4433,13.0483,3.962,11.0472,9.2742,9.3414,8.9149,12.4949,2.1262,2.5513,11.8207,7.3281,7.5544,10.7548,2.1262,0.4583,0,0,6.7543,4.2723,16.4158,8.1914,0.8056,9.8811,13.3588,13.7678,3.0839,0,0,0,0,0,0,0.4583,0,4.4056,0.4583,0.4583,2.3543,0,0,0,0,0,1.0853,0,0,0,0,0,0,0,0,0.4583,0,0,0,0,0,0,0,1.3195,0.4583,1.3195,0,0.4583,0,0,0,0.4583,0,0,0,0,0,0.8056,0,0.4583,0.4583,0,0,0.4583,0,0,0,0,0,0,0,0,0,0,0,0.4583,0,0,0,0,0,0,0,0,0,0,4.2154,2.3543,0,0,8.845,3.0839,0.4583,1.3195,1.6977,1.3195,0,1.0853,2.9507,4.2723,2.1262,4.4308,0,0.4583,3.927,4.504,6.4555,5.3711,7.619,4.5276,3.2632,2.6405,4.1255,7.1381,3.5662,0,5.6756,1.8551,3.2059,1.8551,0,6.5391,0,7.5659,1.8551,0,3.3183,1.3195,1.997,0,0,0,0,0.8056,0,0,0,4.186,0,3.2059,0.4583,5.0994,5.318,0,0.4583,0.4583,2.6405,0,0,0.4583,0,0,0,0.4583,0,1.3195,0,0,1.6977,3.7777,0.4583,0.4583,0.4583,0,0.8056,0.4583,0,0,0,3.4721,0.4583,0,0,3.611,0,0,0,9.4702,6.0045,2.6405,12.0098,0.8056,0.8056,1.0853,2.1262,2.1262,6.4799,0,2.3543,10.1166,0.8056,5.2056,5.161,1.0853,0,0.8056,0,0,0.4583,2.1262,0,0,1.3195,0,0,0,0,0,0.4583,0,1.0853,0,0,1.0853,0,1.3195,0.4583,0,0,0,0.4583,0,0,0,0,0,5.0514,3.5199,3.1462,3.4226,1.6977,6.8878,7.9531,8.1932,0,0,0,6.9059,0.4583,2.7245,0,0,2.3543,1.997,0.4583,0,3.1462,1.521,0.8056,2.8792,2.4562,5.7375,6.1859,3.2632,2.4562,7.1908,0,1.521,5.1305,1.8551,4.5276,0.8056,2.5513,0,0,0,2.1262,0,3.6967,1.6977,2.8792,1.521,4.6615,0,0.4583,7.0142,1.3195,4.8416,2.1262,5.5314,1.3195,4.7035,0,0,2.5513,0.8056,0.8056,0,0,1.6977,1.8551,0,0,0,0,0,0.4583,0.4583,0.4583,0.4583,0,0,0,0,0,0,0,0,0,0,0.4583,0,0,0,0,0,0.4583,0.4583,0,0,0,0,0,0,0,0,0,0,0,0.4583,0.4583,0,0,0,0,0,0,0,0.8056,0,8.1914,3.8165,0,8.9622,0.8056,0,0.4583,0.4583,0.8056,0,0,1.0853,0,0.4583,0,0,0,0,0,0,0.8056,1.521,0,0,0,0.8056,1.0853,0,0,0.4583,0.4583,0,0,2.1262,0,0.4583,0,0,0,0,5.7274,3.4721,0.8056,0.4583,0,0,0.4583,6.7937,5.2629,0.4583,0,6.6507,3.6967,0.8056,0,0,3.2632,0,0,0,0,0,0,0,0,0,2.7245,2.4562,0,0.8056,0,0,0.4583,8.1137,1.3195,5.3711,7.1834,0,0,1.0853,0,0.4583,0,0,1.6977,0,0.4583,0,2.2448,4.1561,2.9507,4.0623,1.521,1.521,0.4583,1.0853,4.0943,0,0,5.0185,0,0,2.8792,4.0623,0.8056,4.8603,0,1.0853,5.797,0.4583,5.4349,4.1255,1.997,0,1.6977,0.4583,4.3799,0,0,0,3.611,0,0,0.4583,0,2.5513,0,3.927,0.4583,0,0,0,7.1343,7.0101,0,7.8563,11.9669,7.1647,11.6811,0,1.0853,0,0.4583,0,1.0853,1.997,1.6977,0,2.8039,2.4562,5.035,5.4224,10.4982,15.024
TCGA.A1.A0SH,12.5752,13.5573,12.5841,15.5052,12.8274,9.3829,9.9109,4.9309,11.5363,7.627,8.3621,0,2.8722,12.4385,12.3073,4.6772,12.62,3.3408,0,0,3.0044,7.4354,4.2142,16.5314,16.4067,0,3.0044,0.7676,0,0,0,0,0,0,0,0,0,0,0.7676,0,0,0,0,0,0,0,0,0,0,3.7702,0,6.126,0,1.9297,0.7676,0,0,0,0,0,0,1.9297,9.8971,9.9646,5.4075,9.7717,0,1.6357,0,0,1.9297,0,0,10.7213,0,0.7676,2.8722,0,0,0,0,1.266,0,5.4774,4.7544,0,0,0,0,0,4.7914,0.7676,0,0,0,0,0,0,0,0,1.9297,1.266,0,2.3826,0.7676,0,0,0,3.3408,9.5517,5.2298,3.9116,5.5222,0,0.7676,0,0,10.8641,1.6357,0,3.5281,6.1547,0,0,0,4.4176,8.5764,8.6912,9.407,15.0109,3.1255,9.5009,2.7267,5.1748,8.0956,0,14.8355,8.0351,4.0403,6.0515,10.7744,9.7993,0,1.9297,0,0,0,4.1585,6.6546,5.6078,5.8019,9.0893,1.6357,6.4952,10.2997,10.2868,7.6423,1.6357,5.8554,3.6134,14.657,0,13.3611,3.9116,6.1404,7.5854,5.6688,0,1.266,0,2.1738,0,0,3.8426,8.4603,0,0,0,0,0,0,7.7916,8.7275,5.9891,5.9568,5.7274,5.1465,6.8517,3.6134,9.4939,7.5748,3.1255,0,12.4283,13.2649,13.6988,3.2371,1.266,5.3087,6.3783,5.8019,11.9438,0.7676,11.7,0.7676,9.5449,0,0,0,5.3087,4.5532,18.0775,8.5577,0,1.266,0,0,0.7676,0,0.7676,5.1748,1.266,0,0,3.1255,1.266,4.2142,0.7676,0.7676,16.98,6.0667,5.2026,4.4176,0.7676,0,0,0,5.4075,12.836,11.4546,1.6357,3.3408,10.0758,11.7863,3.2371,10.2407,8.3956,9.1458,9.0478,12.3553,1.266,3.0044,10.705,6.0206,6.5718,8.2534,2.1738,0,0,0,4.8276,3.6939,15.6422,6.4496,1.266,9.5798,12.8074,13.1775,4.1585,0,0,0,0,0,0,0,0,3.6939,0,1.9297,2.1738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.266,0.7676,0.7676,0,0,0,0,0,0,0,0.7676,3.1255,0.7676,0,0,7.3573,0.7676,1.266,0,0.7676,0,0,4.1585,4.2142,3.6134,1.6357,5.6284,1.6357,0.7676,3.5281,4.5094,5.5869,6.3287,5.6886,3.2371,2.5649,1.6357,4.0403,7.5534,2.1738,0,5.3087,1.6357,2.5649,2.7267,0,6.2105,0,7.3133,0.7676,0,3.0044,0,1.6357,0,0,0,0,2.1738,0.7676,0,0,3.8426,0,2.5649,0,5.0881,4.5532,0,0,1.6357,3.1255,0,0,0,0,0,0,0,0,1.266,0,0,0,0.7676,0,0,0,0,0,0,0,0,0,4.4642,1.266,0,0,5.1465,0,0,0,8.8686,5.6078,3.2371,12.7253,0.7676,0.7676,0,2.7267,2.1738,5.6886,0,1.266,11.0859,0,4.4642,6.4726,0,0,0,0,0,0,0,0,0,0.7676,0,0,0,0,0,0,0,1.6357,0,0,0,0,0.7676,0,0,0,0,1.266,1.266,0.7676,0,0,0,6.3537,4.2678,3.2371,4.2142,1.9297,6.5395,6.0362,4.8276,0,0,0,3.1255,0,4.8276,0,0,4.0403,1.9297,1.6357,0,1.266,0,0,1.6357,1.266,5.1748,4.3693,3.2371,1.9297,6.9369,0,2.1738,4.6772,2.7267,3.0044,1.6357,3.4375,0,0,0,1.6357,0,4.8972,1.9297,3.6134,1.6357,4.0403,0,1.266,7.1374,0,5.058,1.6357,3.1255,1.266,3.9774,1.266,0,4.7914,1.266,2.1738,1.6357,0,1.266,0,0,0,0,0,0,0,0,0,1.266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1644,6.0362,1.6357,7.9059,1.6357,0,0.7676,0.7676,0,0,0,0.7676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7676,0,0,0,1.6357,0,0,0.7676,0,0,0,0,0,0,6.5824,3.2371,2.3826,0,0,0.7676,0.7676,7.3818,5.4545,0,0,5.5222,2.7267,1.266,0,0,2.1738,0,0,0,0,0,0,0,0,0,3.7702,2.1738,0,0,0,0,0,8.1286,1.266,5.9404,6.3537,0,0,0,0,0,0,0,1.266,0.7676,0,0,0.7676,3.7702,4.6371,5.2026,1.9297,1.266,0,0,3.1255,0,0,5.5656,1.6357,0,2.7267,4.3195,0.7676,3.0044,0,0,7.4059,0,4.2678,5.4312,0.7676,0,3.0044,0,3.9116,0,0,0,4.9637,0,0,0.7676,0,1.266,0,5.058,1.266,0,0,0,5.973,5.9238,0,7.3005,11.5032,5.6078,10.1913,0,1.266,0.7676,1.6357,0,0.7676,0,1.266,0,1.9297,1.266,3.7702,5.3087,10.7916,15.4132
